,text,target
605,selamat pagi aku rindu peluk diri sendiri sungguh rasa ingin mati,1
606,jam aula ursula bosan ingin pulang mati sekarang,1
607,aku ingin mati allah,1
608,rasa ingin mati,1
609,rasa ingin mati aja,1
610,rasa ingin mati aja kalo aku mati siapa bakal peduli wkwk,1
611,ingin mati,1
612,rasa ingin lenyap tak pandang tancap tak arus angin rintik hujan bahkan gelombang suara apa rasa mati harap harap datang,1
613,keras apa kau usaha jika satu pedal mampu tergoes sepeda akan jatuh hanya pilih sengsara juang mati sengsara serah lalu masih kau ingin lanjut tidak kau usaha,1
614,rasa ingin mati,1
615,ingin mati takut bunuh diri krna takut dosa,1
616,rasa aku ingin mati,1
617,kalian tau gua gak suka banget sama org bilang canda kalo gtu rasa ingin beneran mati aja percuma gak harga kan hidup,1
618,ingin mati,1
619,dengar rasa sakit dua sejarah amal derita ajar akan jadi apa kadang buruk rasa ingin mati tapi tak sungguh hidup rasa sedikit mati fuck fuckoff,1
620,aku ingin lebih baik aku dulu entah segala asa lelah asa bosan serasa hampir mati namun hidup juga datang ini soal waktu,1
621,makin mati mati ingin bahagia cinta justru makin sepi,1
622,jika jadi demikian rasa nya ingin mati cepet cepet ini korban apa bodoh,1
623,depresi puruk rasa ingin mati,1
624,saya mahu mati masih ingin hidup macam mana,1
625,ingin mati,1
626,kutik depresi akhir akhir sampai benar benar ingin mati aku butuh teman,1
627,astaga ingin mati,1
628,jika ingin terima kasih aku terima kasih mati hanya cara hilang tak beban,1
629,ingin mati tidur lama tak cerita siapa nyata siksa,1
630,sesuai dgn diri sangat ingin mati justru malah asa mati tmpt ramai,1
631,ingin mati,1
632,lelah karna aktivitas lelah hidup sampai ingin mati kalau jangan kalau pernah ucap percaya mungkin aku cuma canda mungkin,1
633,pagi yaa pagi balut luka hati dan rasa ingin mati,1
634,seperti bunuh tak mati mati aku ingin waras gila,1
635,sinar ingin mati redup perlahan,1
636,saya malah ingin mati cepat,1
637,ingin mati hari,1
638,kadang aku ingin mati kadang aku ingin punya rumah sendiri atas bukit jadi tani,1
639,ingin mati,1
640,ingin mati,1
641,buat puruk rasa ingin mati ent oph,1
642,mood ingin mati selalu nongol saya sendiri jadi kadang kadang teman saya suka semangat saya dgn jokes kalo mati lihat one piece tamat kadang mikir apa tahan tahun depan,1
643,uang pny tuju hidup udah beberapa kali besit ingin buat mati lebih parah mood kadang muncul kadang hilang kalau muncul benar rasa nekat krn kepala rasa stress berat sampe ingin muntah nang sendiri kamar lbh repot,1
644,ayo dong bikin aku cepat mati bosan hidup,1
645,ini saking cape udah kaya hidup segan mati tak ingin,1
646,mungkin bilang adalah hidup sial kampret pernah rasa rasa muak bosan jenuh lelah buat ingin mati tampa duli tetang apa,1
647,waktu saya umur tahun pernah coba bunuh diri yup bukan saya ingin mati saya ingin hukum orang sakit hati saya saya pikir orang akan sali hanya kata nya juga hidup,1
648,stress emosi stabil ingin mati,1
649,rasa siksa siksa tengah mati kadang ingin akhir sampai sini,1
650,hujan jangan pergi aku sepi,1
651,bukan keluh saja terkadang sulit atas sepi,1
652,sepi,1
653,sepi ajar makna hidup sejati sendiri lahir sendiri juang sendiri mati sendiri luar sana aku lihat orang orang gantung cinta pasang lalu mereka sakit cari cinta baru sakit cari cinta baru,1
654,sepi bantu temu diri lebih banyak waktu sendiri cari hobi hobi baru laku baru temu apa aku suka jadi kerja tulis hal hal ini,1
655,orang orang bilang aku anti sosial benar aku ingin baur aku orang tak tahu harus pulang teman serasa jadi formalitas jadi aku jalan sendiri sama sepi sang teman lama,1
656,yah gimana iri aku selalu sepi tiap hari kdng mnghrap ssorg peka alas aku monoton asik,1
657,terkadang aku benci hujan wangi selalu ingat aku sedang sepi,1
658,ada kala aku rasa punya apa apa sepi,1
659,tiap kali aku sepi hilang arah hidup lupa mimpi ketika aku ambil jalan salah kau selalu sis hwang wooyeon terimakasih banyak,1
660,punya temen banyak ngefek tetep aja sepi,1
661,saya rasa aura sepi,1
662,sure saya sepi,1
663,sepi tengah ramai,1
664,allah sepi,1
665,sepi,1
666,aku tau rasa sepi soal,1
667,kok aku sepi padahal rame rame,1
668,pernah ngerasa sepi banget padahal keliling banyak nemenin tapi tetep aja ngerasa hampa,1
669,sepi sendiri,1
670,canggung ramai damai sepi,1
671,suka sunyi benci sepi,1
672,sepi,1
673,sepi antara rutinitas,1
674,terkadang memang rasa sangat sepi,1
675,teman aku aku sepi,1
676,mata tidur bantal jaga aku libat sepi senjata,1
677,ini aku sepi dong,1
678,aku keliling banyak orang aku sepi,1
679,kira aku galau galau apa nyata aku sepi,1
680,iyo lah sepi depresi teman lama,1
681,bagi sepi derita teman,1
682,dalam ramai rasa sepi,1
683,gua udah gak tahan sepi,1
684,sepi,1
685,saya rasa saya sepi,1
686,tiba tiba rasa sepi,1
687,jadi aku sekolah jujur aja sepi punya temen paling satu orang jujur aja bosen aku ngeliat temen aku bikin projek semua mau buka booth bazaar bareng lah yang bikin clothing line bareng yang bikin projek rescue anjing bareng etc,1
688,aku ngerasa sepi kyk aduh aku tuh mau dong bikin projek bareng temen karena aku gak punya temen sekolah aku cari temen lain seru banget ajak ngobrol inclusive friendly baik banget lucu temen joyful,1
689,dan saya posisi sepi,1
690,gue sepi,1
691,gue cuma ken sendiri bener bener sendiri saat gue sepi banget,1
692,aku tuh sepi,1
693,sepi ramai,1
694,diri sepi,1
695,tertawa sepi,1
696,sepi rasa sendiri gak enak,1
697,aku aku kau kuat kau orang tahu rasa sakit sepi diri dan rasa sakit yang buat orang jadi kuat,1
698,mau beli ramai selalu sepi,1
699,ada hal tentu dapat singgung sepi,1
700,lelah hidup keluarga toxic,1
701,rasa murung jenuh lelah hantu hati bahkan masalah sex aku tak selera sedikit belakang aku jalan hidup dengan senyum senyum palsu,1
702,hah lelah banget hidup,1
703,ketika sadar ingat soal barusan sadar betapa cuma jengkal hidup mati aneka ragam asa seruak otomatis entah asa lelah sendiri sesal guna lain situ lah manusia biasa rindu tuhan,1
704,gua mau dokter tanyain kondisi gua kok gua takut hasil sama kaya tahun lalu hidup gua gantung obat trus lelah hayati,1
705,lelah hati lelah hidup dengan,1
706,bener bener lelah hidup gua gua udah gakuat,1
707,tapi ntah aku udh cukup lelah muak dgn hidup,1
708,mulai lelah hidup kadang suka sedih aja kerja sampek pagi tetep aja enggak dapet apresiasi kantor,1
709,bukan bukan perihal lelah cinta tapi perihal lelah hidup sometimes think gue engga mampu tapi hati bilang gausa cengeng deh luar sana byk hidup nya complicated pada hidup oke baik wanna single fighter but can,1
710,benar lelah begini batas lah hidup lama blm pergi kuat tahan,1
711,kadang rasa amat lelah harus sendiri terjang keras hidup masa depan,1
712,lelah hadap coba hidup,1
713,kadang lelah hidup memang mesti sele,1
714,owh hidup aku sungguh lelah,1
715,lelah cape mules badan ringsek campur aduk kayak hidup kyk gin,1
716,nyata hidup singkat kalau bawa main main lelah,1
717,ada dlm fase lelah main hidup naik turun hidup segi mana mulai uang keluarga cinta sampe interpersonal pdhl msh muda pgn ngerasain santai sdkit kayak susahh bgt,1
718,aku lelah tidur gabisa makan habis kerja kosong untung hidup gak bosen,1
719,sedang lelah hidup,1
720,kaya hidup gue lelah banget sampe gue lupa makan pagi,1
721,lelah hidup,1
722,ingin hidup normal tenang aman tentram ngga ganggu ngga rusak tenang sedih lelah rasa,1
723,terkadang hidup lihat benar terkadang lihat salah kadang benar benar salah lelah,1
724,smua ken jdi nyata bener bener lelah sma hidup mejam mata telah mata buka lgi smua pngen nyata fana alias cuma mimpi lelah sekali kpan berakir brp lma lgi usia gua buat tinggal dunia kejam,1
725,saya pegi dulu dah lelah hidup,1
726,lelah begini terus ken hidup normal rasa yang kayak kata orang jalanin aja tapi bisa pasti aja dipikirin kenapa begini tiap down selalu mikirin banyak nang sendiri lelah sendiri,1
727,kalo lelah sama hidup tuh kek mau mati aja kalo mati masuk surga,1
728,tadi bangun jam tengah karna mimpi lagi udah lelah sama hidup trus lelah pas mimpi,1
729,kadang lelah impi impi sendiri tapi apa mungkin hidup harap harap,1
730,lelah lihat saya hidup segan mati tak mau,1
731,undang tidur tidur aja gausah hidup lelah,1
732,kadang lelah hidup dunia bukan arti ingin cepat mati tapi seperti memang saat serius langit hati,1
733,capek bohong rasa hidup gelap banget ken henti lelah banget,1
734,bagi kalian lelah hidup bunuh diri solusi cepat nyata hehehehe,1
735,serah hidup lelah bro ayo semangat serah,1
736,lelah hidup,1
737,idm boleh aku numpang curhat lelah banget capek sama hidup sendiri bts twt,1
738,hari jalan biasa hidup penuh masalah bukan syukur lelah hidup ini ingin sekali rasa hidup orang selalu damai aman bahagia,1
739,aing lelah dgn hidup,1
740,lelah sama hidup ingin istirahat tak ganggu siapa,1
741,allah aku benar benar lelah hidup aku benar benar payah bukan hem,1
742,rasa aku jalan hidup mesin paksa tahan makan obat hari imbang mati rasa kemarin cukup aku lelah serah sekarang jangan namun aku bingung sendiri bagaimana,1
743,lelah beban hidup,1
744,biar kuliah gue biasa biasa aja gue pernah lelah sama hidup ingin henti gue rasa lah gue lebih butuh ajar hidup sekalipun orang lain ajar mungkin seperti cara sekalipun lama luka akan hidup gue,1
745,lama lama gua capek gatau capek karna apa hidup rutinitas itu aja ngebosenin temen lama lama makin kurang pacar susah bgt ditemuin kuliah bikin lelah keluarga klik,1
746,pokok gue udah lelah hidup ketemu dokter aja gak dikatain gila ngapain mau ketemu dokter segala curhat sama temen aja gak yang bakal percaya,1
747,sama hidup udah terlalu lelah sama banyak masalah mau sumpek baca antem politik,1
748,aku lelah sekali hidup,1
749,lelah hidup seriously,1
750,hal paling nekat pernah saya laku saya putus tetep lanjut hidup saat saya ingin mati akhir segala,1
751,meski kala ingin henti hidup ingin akhir semua ingin kereta henti selalu bilang yang tetap juang tetap ngirim peluk untuk mereka know weird,1
752,rasa rasa ingin akhir hidup,1
753,ingin akhir hidup,1
754,kadang suka berfikir mau akhir hidup itu semua gabisa balikin keluarga aku kan,1
755,pernah suatu waktu hadap masalah menentuka masa depan buat sangat stress depresi aku pernah milik ingin akhir hidup karena rasa ada orang yang erti aku,1
756,pernah posisi sangat ingin akhir hidup aku tau segala resiko aku tau tuhan bakal marah aku tahu arwah bakal tolak tapi apa aku peduli yang aku pikir aku cuma mau henti itu aja aku bakal nanggung segala resiko,1
757,kalo aku goblok gitu aja banggan nya jadi anak kerja nya ngerepotin aja situ aku rasa ingin akhir hidup,1
758,tahun hidup cenderung akhir hidup hitung sejak tahun lalu saat,1
759,rlt aku sekarang titik pengin akhir hidup aku cape disalahin sebab sama mama aku aku cape panggil anjing hari apa aku akhir hidup aja biar mama aku marah aku terus,1
760,sana saya usaha tahan karna memang sayang butuh saya tidak peduli bagaimana orang pandang saya kata kurang saya keluarga saya selalu untuk saya kata lebih saya tidak saya lepas pikir akhir hidup,1
761,evey single day life serasa ingin akhir hidup overthinking makes everything even worse,1
762,semangat akhir hidup lebih cepat,1
763,sempat pikir dalam pikir untuk akhir hidup ini ngga kuat rasa,1
764,ini saya rasain dok saya ingin akhir hidup saya saya hidup tidak guna siapa saya stress dok,1
765,saya pernah rasa sangat insecure clueless stress meski sampai luka bahkan pikir akhir hidup saya lemah bisa kerja bawah tekan iya saya lemah seperti kamu,1
766,hal paling nekat pernah saya laku saya putus tetep lanjut hidup saat saya ingin mati akhir segala,1
767,same bro aku sering ingin akhir hidup,1
768,bang saya ingin akhir hidup send your line whatsapp,1
769,aku gin kadang suka mikir gaada disalahin diri sendiri ujung nya suka ken akhir hidup,1
770,ada sembuh sakit aku derita kalau ingat anak istri orang tua ingin rasa aku akhir hidup,1
771,kpop saya akhir hidup pak sumber bahagia saya,1
772,kalau seperti tawar segera akhir hidup asa giur ucap pantul ada cermin,1
773,rasa ingin akhir hidup,1
774,sempat lintas pikir aku pilih akhir semua perlahan lahan aku rasa biasa hidup sekarang ikut drama semua orang akhir enas,1
775,lelah sangat lelah hidup penuh orang orang sebal dan temu orang orang takut sampai aku lupa tuju selesai semua akhir semua,1
776,akhir hidup pernah jadi opsi,1
777,kemarin aku pikir hidup sampai hari saja hari penuh aku juang lawan pikir sendiri akhir hidup sungguh lelah but survived proud myself,1
778,akhir hidup,1
779,dan saya pernah punya pikir akhir hidup saya dok pikir saya guna layak hidup mungin dunia lebih baik saya apakah saya depresi dok mohon balas,1
780,coba henti dateng nya kaya kereta express ngerasa punya temen sama sekali bahkan rencana akhir hidup bingung gimana cara bodo memang,1
781,rlt mungkin bahagia akhir aku akhir hidup,1
782,kalaupun akhir hidup buat boleh sudah kemarin aku laku,1
783,sempat lintas akhir hidup karna gapunya temen bener bener kuwat gengs tiap hari,1
784,allah ampun aku sekarang rasa putus asa penuh tubuh ingin rasa aku akhir hidup segera hindar lubang gelap pekat,1
785,kadang pas pikir gue pendek gue pikir satu nya cara akhir masalah adalah akhir hidup oke slap haha,1
786,ingin akhir hidup takut masuk neraka,1
787,ingin akhir hidup inget orang tua udah kerja keras,1
788,dan aku alami masuk golong depresu berat gimana rasa rasa kaya drama ken akhir hidup biar tenang cerita aku tampilin sini,1
789,rlt kdg aku mikir kalau aku akhir hidup bakal sedih selain orangtua karna lama aku rasa punya teman orang bener mau teman sama aku aku ingin coba ngetes siapa beneran peduli aku tau hal gak baik cheer please,1
790,aku dan selalu bilang semua baik baik sering datang pikir akhir hidup lebih baik demikian semua baik baik,1
791,maaf bagus kmrin aku sempet down lintas akhir hidup alhamdulillah sadar abis random baca surah faatir utama ayat,1
792,rlt suka lintas benak saya akhir akhir buat akhir hidup suka ngerasa gak buat tahan hidup,1
793,tbh dunno how say been depressed situation before pikir tiap selalu ingin akhir hidup utama kalo insom banyak rencana rencana bunuh diri mau aku lakuin,1
794,sayang gua terlalu banyak alas akhir hidup,1
795,kalau akhir hidup gak dosa saya udah laku sejak dulu hehe,1
796,kadang rasa ken akhir hidup lelah dengan semua tuhan,1
797,sedih putus asa ketidakberdayaan ingin akhir hidup,1
798,akhir akhir sering berfikir ingin akhir hidup,1
799,terlalu banyak luka buat aku ingin akhir hidup,1
800,malam aku patah semangat aku kecewa aku sedih,1
801,gak lah dah patah semangat aku tapa hutan aja,1
802,udh patah semangat dluan aja,1
803,guna lah yan aku patah semangat,1
804,apa cuma aku sering patah semangat mulut orangtuaku sendiri,1
805,patah pinggang patah hati patah semangat,1
806,memang ada masa kau patah semangat,1
807,terlalu overthinking sebab aku patah semangat,1
808,weh patah semangat nak ajar kalau tengok semuaorg balik,1
809,susah keluar zona patah hati padahal butuh nya semangat,1
810,ini bisa buat gila buat tak milik semangat karya patah segala ada,1
811,maaf takdapek nak terus patah semangat,1
812,idm kasih aku motivasi dong lagi patah semangat mtvemabiggestfansbts bts twt,1
813,titik patah semangat,1
814,patah arah patah semangat,1
815,asa patah semangat,1
816,terkadang buah kata buat patah semangat orang,1
817,patah semangat deh,1
818,nggak down tapi patah semangat aja,1
819,patah semangat tetibe rasa malas nak pegi,1
820,ada pas kampus saat dosbing materi gua ngejatohin bikin patah semangat gak pede buat sidang optimis gak lulus dosen teknis gua semangat habis habis,1
821,kau buat semangat kau yang buat patah semangat,1
822,aku dah patah semangat dahni,1
823,patah semangat terusss cuti bln beku,1
824,aku udah patah semangat nih banyak aku skip terus,1
825,patah semangat,1
826,allah kasih tunjuk biar aku nglupain dia lama hilang dia pikir hilang dia patah semangat hidup jika aku pilih aku sumpah aku ingin pulang cepat untuk duniaini,1
827,patah semangat,1
828,surem patah semangat nih,1
829,berat padahal hari kau penuh semangat tiba tiba patah saja tuhan memang maha bolak balik hati pesan pribadi syukur apa ber hikmah akhir hari kau sedih kau mula baik bicara babaganati,1
830,aku dah patah semangat,1
831,bikin patah semangat iyaaa,1
832,and also aku mudah patah semangat nampak tulis banyak,1
833,nan,1
834,nan,1
835,nan,1
836,nan,1
837,nan,1
838,nan,1
839,nan,1
840,nan,1
841,nan,1
842,nan,1
843,nan,1
844,nan,1
845,nan,1
846,nan,1
847,nan,1
848,nan,1
849,nan,1
850,ingginku pergi dunia untuk lama lama putus asa,1
851,allah ampun aku sekarang rasa putus asa penuh tubuh ingin rasa aku akhir hidup segera hindar lubang gelap pekat,1
852,sedih putus asa ketidakberdayaan ingin akhir hidup,1
853,nyaris putus asa sedikit nang pojok,1
854,selalu rasa nak putus asa,1
855,allah aku tak kuat putus asa skrg tak tahu nak buat apa dekat hati mungkin murung panjang,1
856,gaboleh putus asa tapi apa daya,1
857,putus asa,1
858,sudah putus asa,1
859,kadang kala aku jealous aku serah aku putus asa aku tak keruan tapi aku kena tahu ini hidup ada atas bawah tiap orang cerita mcm mana improving myself aku betul down aduhaiiii tak leh gak sentiasa positive,1
860,patut lah skrg rasa tak semangat sangat cepat putus asa,1
861,bayangin deh sedih hati bolong kecewa kesel marah putus asa semua campur aduk trs gabisa apa rasa tuh pen nang aja ampe sek selalu tahan krn masalah hrs diselesein dulu,1
862,dah lanjur putus asa nda,1
863,udah putus asa judul mbaa susah,1
864,selalu rasa putus asa,1
865,smp rasa putus harap putus asa,1
866,aku bosan takut sudah bosan putus asa,1
867,semua tempat riset tolak aku tim alas surat blm disposisi udah putus asa tapi tau tau aja salah satu kontraktor aku risetin aku nekat aja langsung divisi perlu aku risetin cobain aja dulu,1
868,gilir gue lelah mulai putus asa rantau doi ubah drastis,1
869,aku udh beberapa kali putus asa thank much,1
870,bosan putus asa kesal semua jadi satu sampe deact biar gak iri sama kuliah,1
871,aku sering putus asa,1
872,sudah putus asa dia bingung mau jawab apa,1
873,pltl saya putus asa campur sedih banget gatau apa semangatin dong baik,1
874,sini aku ceritain betapa sedih hidup bukan aku aku memang awal awal diagnosa positif lewat fase sedih down putus asa kecewa diri sendiri pokok jatuh jurang gelap sendiri ada siapa siapa sana,1
875,akhir minggu sempet putus asa gambar terribet jadi makasih mput atas semangat lama huhu ayo rate feel free save nctea,1
876,putus asa kalah sakit pedih luka fakesmile acah okay acah kuat benar lemah tahlah biar aku rasa sorang sorang,1
877,putus asa ampe bikin pikir mulu ngelakuin apa apa,1
878,kadang putus asa hidup harus jalan apa ada,1
879,aku pulak rasa putus asa,1
880,putus asa kayak udah gak punya semangat ken bunuh diri,1
881,rasa putus asa hantu,1
882,iki aku wong putus asa,1
883,hahaha kirain bener udh putus asa aja aku,1
884,masalah dewasa doa kuat putus asa hancur segala,1
885,pagi kejut suatu dan udah hampir putus asa,1
886,putus asa,1
887,ngerasa putus asa bad inih,1
888,ulah putus asa,1
889,hampir putus asa,1
890,putus asa dah,1
891,rasa putus asa,1
892,aku hampir putus asa ngan semua,1
893,aku dah putus asa nak tahan benda belum pun benar ikhlas kau tak benar aku cuma ikut mana takdir bawak aku,1
894,tak tahu lah nak sabar macam mana dah dah putus asa dah rasa lagi lama aku tahan mati pendam asa,1
895,sempet putus asa dapet kabar putus asa dapet kabar sabar nunggu nunggu kabar hrd ibarat nunggu tembak dia kita ngarep dia gak nembak,1
896,saat sempat putus asa,1
897,jalan nafas putus asa benci luka dalam kecewa iri hati masyaallah ampun aku,1
898,saya milik siapa ketika hujan lebat minggu lepas saya putus asa hidup saya nekad gantung diri saya,1
899,nah sakit dateng putus asa rasa sendiri padahal tahu allah sama,1
900,terima kasih utk twit saya sedang juang lepas depresi sungguh tulis kuat saya,1
901,saya rasa saya alami depresi,1
902,sampai skrg saya mas depresi,1
903,saya sempat mengalmi gejala depresi cukup buat orang dekat khawatir konsumsi tenang,1
904,ini udah latih sih sejak koas waktu ayah tinggal saya beri wkt hari libur esok saya tetep follow pasien senyum periksa pasien meski msh dlm ada depresi sedih orang kerja kait dgn jasa tetep professional,1
905,dukung kalian sungguh arti saya bukti bahwasanya ada beri percaya olah jadi sunti semangat tengah depresi frustasi kadang landa means lot guys dukung kalian kuat pundak aku cinta kalian,1
906,yang rasa saya akhir akhir depresi tekan akibat jarang tidur jarang mandi ujung pribadi ambisius angkuh dampak orang orang huft,1
907,kemarin saya sempat psikolog belum didiagnosa depresi ringan saya sering alami takut soal masa depan cukup ganggu giat saya tapi psikolog saran saya lawan rasa takut sedang saya paksa gak takut cemas,1
908,depresi puruk rasa ingin mati,1
909,iyo lah sepi depresi teman lama,1
910,kutik depresi akhir akhir sampai benar benar ingin mati aku butuh teman,1
911,saya jelas gak bangga punya depresi tapi saya cuma ken orang tahu betapa susah saya bangun tidur hari bahkan weekend betapa saya ingin mati cepat tidak berani bunuh diri,1
912,bahasa inggris saya jelek sekali perlu ulang baca buka tutup translater tpi saya rasa depresi rasa sama pernah saya rasa mas juang rang efek hingga sekarang,1
913,saya pikir henti diet nafsu makan turun telah diet malah makin turun nafsu makan aku depresi minor tugas akhir kayak,1
914,haduh menang adhd depresi ringan kapan kamu sembuh saya lelah,1
915,semua ucap asal mulut hati akan pengaruh pikir saya sendiri kata saya memang mampu saya payah saya depresi saya sedih saya layak saya benar benar guna,1
916,saya pernah masuk masa insecure sama nilai org takut salah jadi gak enak hasil malah jadi overthinking bahkan depresi pikir apa laku sampe orang sikap gitu bahkan pernah tolak perempuan dia sebel aku dikit dikit minta maaf,1
917,bablas mikir jauh masa depan jadi panik sendiri jadi jatuh sendiri perlahan terhisap lumpur saya sadar alhasil depresi karena mikir jauh frustasi gerak aware denial,1
918,tutup tutup orang ttp butuh teman ngobrol tuhan selamat saya depresi,1
919,depresi saya makin hari makin parah itu jiwa saya serasa belah diri satu jiwa suruh saya akhir semua satu jiwa semangat saya tetap tahan,1
920,otak fisik saya mati rasa saya depresi berat jalan tatap saya kosong melongpong beberapa bulan saya kucil diri saya keluarga teman saya tiap hari keluarga saya usaha hubung saya tidak satu saya tanggap,1
921,saat lah titik rendah masa hidup saya jiwa otak saya tiap hari didih tanya sebenernya siapa saya apa saya laku saya depresi diri sendiri kerja saya amburadul bahkan saya bisa pikir laku kecil,1
922,saya manusia depresi buat sendiri akhir bunuh diri solusi,1
923,saya belanda beberapa hari sana saya keliling kota amsterdam telusur kanal nya jalan kaki kasihan diri saya sendiri itu saya bener ngerasa harga kyk sampah rejected unwanted komplit ditemenin lagu depresi earphone saya,1
924,apa lebih baik saya mati kerja ndak dapat stress berat siklus haid beranta sejak lulus kuliah aku juga bisa depresi,1
925,alami stress depresi hal atas amat saya pribadi lingkung saya,1
926,masalah saya udah depresi jauh temen keluarga saya udh coba teman temen kantor nyata mereka ada hidup ajak mereka main kapan mungkin salah saya pindah kesitu cuma dia nyari uang hehehe,1
927,udah tahun lebih saya depresi gak kunjung sembuh takut reach out for help cuma gantung sama obat kalau saya reach out for help apa ngebebanin temen keluarga saya,1
928,ibu saya kaya gin saya depresi suicidal tiap kali saya kumat parah ibu malah bilang jangan nurutin apa kata setan hhh,1
929,hasil sekarang saya depresi orang tua tau,1
930,saya sama kaya kamu gak berani bilang siapa siapa takut ibu saya sama suka marah marah saya takut kalau bilang saat rasa depresi sendiri hal itu saya sempat konsul beberapa kali laku test psikolog online hasil,1
931,rlt saya sedang alami anxious depresi betul saya tgl sendiri negeri org drtd saya gak henti nang mungkin sekira kasih saya kata tenang atau ayat bible terima kasih,1
932,maaf saya depresi bukan sepi,1
933,saya depresi,1
934,saya kemarin buat video isi alam atas depresi masuk konsultasi psikolog tapi saya belum berani share publik karena saya sendiri belum siap mental,1
935,lihat tanda depresi ringan seperti saya dlm masa,1
936,saya depresi,1
937,saya derita depresi awal kata dokter gejala depresi yang saya rasa lebih prediksi dokter mohon saran dok saya rasa sangat berat hilang jati diri saya bahkan saya hampir tdk nali diri saya saya gagal fokus ada suport,1
938,dokter kapan obat depresi saya akhir saya capek lama mba,1
939,saya depresi saya serah,1
940,saya sering bagai tekan hidup coba cerita beberapa orang selalu sindir drama bahkan ngejudge saya becus ada bilang kamu msh mending saya dulu bla bla bla tambah bikin depresi,1
941,saya alami jalan buntu toxic person anggota keluarga sendiri ayah dan penuh gejala narsisistik sosiopat dan krn agama anut tidak cerai tahun ortu ultah nikah dan saya alami depresi tahun not easy all,1
942,saya sempat simpan depresi saya alami akibat kerja waktu lama saya rasa sangat sepi,1
943,baru sekarang saya sadar cetus depresi utama hidup saya orang orang gak erti saya coba buat saya jadi orang sesuai standar mereka jika kamu beda mereka kamu anggap ada introvertlife,1
944,rlt gua gelut sama depresi gua ada dapet email kaya gin tuhan tau banget memang menyengangkan hati umat nya maaf saya terimakasih allah,1
945,apakah saya stress iya apakah saya depresi mungkin iya apakah saya gila lahir apakah saya jijik simpul kurang perhati krisis percaya diri selalu berekspektasi tinggi,1
946,dear orang tua seluruh dunia jangan tengkar depan anak kecil saya depresi,1
947,dan sang adiksi sengaja saya muncul benak distraksi atas rasa depresi saya alami belakang kasar sang adiksi obat tenang,1
948,rpw kasih saya semangat gak saya down banget masalah saya buat depresi saya muncul,1
949,stress panjang buat saya depresi,1
950,aku murung selamat tinggal dunia aaaaaaaa,1
951,gue ambyar selamat tinggal dunia,1
952,selamat tinggal dunia,1
953,selamat tinggal dunia,1
954,selamat tinggal dunia,1
955,selamat tinggal dunia buang masa penuh tipu sia sia,1
956,allah aku sudah tidak sanggup lagi selamat tinggal dunia,1
957,selamat tinggal dunia kejam,1
958,selamat tinggal dunia,1
959,aku give selamat tinggal dunia,1
960,aku ucap selamat tinggal dunia,1
961,selamat tinggal dunia,1
962,selamat tinggal dunia can stay anymore,1
963,selamat tinggal dunia,1
964,selamat tinggal dunia,1
965,bye selamat tinggal dunia,1
966,selamat tinggal dunia indah,1
967,selamat tinggal dunia,1
968,maaf aku serah selamat tinggal dunia,1
969,selamat tinggal dunia,1
970,selamat tinggal dunia,1
971,selamat tinggal dunia,1
972,selamat tinggal dunia bila tak lagi teman sejati jujur tepat janji saling erti,1
973,selamat tinggal diah selamat tinggal dunia selamat tinggal semua aku pamit mau pulang ketemu akhirat,1
974,selamat tinggal dunia,1
975,selamat tinggal dunia,1
976,selamat tinggal dunia,1
977,selamat tinggal dunia,1
978,selamat tinggal dunia,1
979,selamat tinggal dunia,1
980,selamat tinggal dunia aja deh,1
981,selamat tinggal dunia,1
982,selamat tinggal dunia,1
983,kau bijak kau pandai takda doa orang tua selamat tinggal dunia,1
984,selamat tinggal dunia,1
985,selamat tinggal dunia,1
986,selamat tinggal dunia,1
987,oqe selamat tinggal dunia,1
988,selamat tinggal dunia aku mau logout dari dunia,1
989,bye selamat tinggal dunia,1
990,allah aku move dgn mejemen paper selamat tinggal dunia,1
991,selamat tinggal dunia dunia tidak laku adil drama,1
992,selamat tinggal dunia selalu sakit,1
993,selamat tinggal dunia pahit,1
994,selamat tinggal dunia saya pergi duluuu,1
995,selamat tinggal dunia,1
996,kata selamat tinggal dunia,1
997,oke selamat tinggal dunia,1
998,dadah selamat tinggal irin selamat tinggal dunia,1
999,sedih saya ingin ucap selamat tinggal dunia,1
